player_ids,predicted_price_change,player_name
721,0,Ozoh
722,0,Donley
723,0,Brooking
724,0,Raymond
725,0,Kim Ji-Soo
726,0,Chambers
727,0,Townsend
728,0,Scanlon
729,0,Luker
730,0,Oné
731,0,Buyabu
732,0,Tanton
733,0,Adedokun
734,0,Nelson
735,0,Sagoe
736,0,Walters
737,0,Ibrahim
738,0,Diallo
739,0,Parkinson
740,0,Dorrington
741,0,O’Mahony
742,0,Baker-Boaitey
743,0,Nyoni
744,0,Peart-Harris
745,0,Ndiweni
746,0,Jackson
747,0,Duffus
748,0,Hugill
749,0,Whittingham
750,0,Chirewa
751,0,Hubner
752,0,Angelini
753,0,Kavanagh
754,0,Yago Santiago
755,0,Barrington
756,0,Pitaluga
757,0,Bradley
758,0,Castledine
759,0,Peck
760,0,Metcalfe
761,0,Campbell
762,0,Susoho
763,0,Adaramola
764,0,Lewis-Skelly
765,0,Proctor
766,0,Kambwala
767,0,O'Reilly
768,0,Bennett
769,0,Hesketh
770,0,Barnett
771,0,Hamilton
772,0,Nwaneri
773,0,Orford
774,0,Casey
775,0,Brereton Díaz
776,0,Werner
777,0,Drăgușin
778,0,Wright
779,0,McDonnell
780,0,Osong
781,0,Gardner
782,0,Beck
783,0,Gordon
784,0,Scarles
785,0,Marshall
786,0,Peupion
787,0,Griffiths
788,0,Mosquera
789,0,Valdimarsson
790,0,Grbić
791,0,Casadei
792,0,Muñoz
793,0,Kesler-Hayden
794,0,White
795,0,Hernes
796,0,Sekularac
797,0,Fredrick
798,0,Hashioka
799,0,Faivre
800,0,N.Lemina
801,0,Reyna
802,0,Kinsey-Wellings
803,0,Rogers
804,0,Enes Ünal
805,0,Assignon
806,0,Estève
807,0,Wharton
808,0,Sels
809,0,Ribeiro
810,0,King
811,0,Sadi
812,0,Koumas
813,0,Mrozek
814,0,Wright
815,0,Bandeira
816,0,Barco
817,0,Sweet
818,0,Gauci
819,0,Samuels-Smith
820,0,Harrison
821,0,Umeh-Chibueze
822,0,Blacker
823,0,Arblaster
824,0,Danns
